MonitoringLocationID,MonitoringLocationName,Date,Characteristic,Value,Unit,Latitude,Longitude,Year
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-07-14,Kjeldahl nitrogen,0.42,mg/L,39.2658,-95.8864,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-07-14,"Total Phosphorus, mixed forms",0.14,mg/L,39.2658,-95.8864,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-08-14,Dissolved oxygen (DO),94.6,%,39.97194,-95.47639,2020
SACFOXMO-Site 6,Noharts Creek,2020-09-23,Dissolved oxygen (DO),99.0,%,40.0,-95.4630611111,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-05-12,"Temperature, water",10.7,deg C,39.97194,-95.55278,2020
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2020-10-14,Aluminum,0.096,mg/L,39.67315,-95.67643,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-10-22,"Temperature, water",10.3,deg C,39.9153556,-95.5657361111,2020
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2020-10-14,"Alkalinity, total",390.0,mg/L,39.69381,-95.65783,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-04-23,Turbidity,9.9,NTU,39.97194,-95.47639,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-09-23,Conductivity,0.397,mS/cm,39.9153556,-95.5657361111,2020
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2020-06-29,Turbidity,47.99,FNU,39.69381,-95.65783,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-07-01,Magnesium,4.61,mg/L,39.980149,-97.003893,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-10-14,Magnesium,35.0,mg/L,39.72529,-95.66852,2020
PRAIRIEBAND-LSCO4,Little Soldier Creek #4,2020-08-11,Iron,0.19,mg/L,39.2887,-95.7617,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-11-05,Dissolved oxygen (DO),11.3,mg/L,39.992569,-97.931967,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-11,Calcium,100.0,mg/L,39.3758,-95.9183,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-07-01,Zinc,3.5,ug/L,39.980149,-97.003893,2020
SACFOXMO-Site 6,Noharts Creek,2020-05-19,pH,7.59,,40.0,-95.4630611111,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-10-05,Total suspended solids,15.0,mg/L,39.980149,-97.003893,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-25,Total suspended solids,25.0,mg/L,39.3758,-95.9183,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-03-02,Escherichia coli,8.0,MPN/100mL,39.980149,-97.003893,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,Nickel,2.8,ug/L,39.2658,-95.8864,2020
SACFOXMO-Site 6,Noharts Creek,2020-07-28,"Temperature, water",20.1,deg C,40.0,-95.4630611111,2020
SACFOXMO-Site 6,Noharts Creek,2020-04-23,Turbidity,10.8,NTU,40.0,-95.4630611111,2020
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2020-07-17,Turbidity,60.87,FNU,39.73976,-95.66889,2020
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2020-08-27,Turbidity,2.79,FNU,39.69381,-95.65783,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-11,Chloride,17.0,mg/L,39.3758,-95.9183,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-02-12,Chloride,37.5,mg/L,39.992569,-97.931967,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-10-14,Aluminum,0.27,mg/L,39.72529,-95.66852,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-10-14,Silica,23.0,mg/L,39.72529,-95.66852,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-11,Magnesium,23.0,mg/L,39.3758,-95.9183,2020
KICKAPOO07-DH.2019.WQ 04,DH.2019.WQ 04 Dewberry130th,2020-10-14,Silica,16.0,mg/L,39.69646,-95.6969,2020
SACFOXMO-Site 6,Noharts Creek,2020-07-16,pH,7.23,,40.0,-95.4630611111,2020
SACFOXMO-Site 6,Noharts Creek,2020-08-14,Dissolved oxygen (DO),8.25,mg/L,40.0,-95.4630611111,2020
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2020-08-11,Specific conductance,680.0,umho/cm,39.3225,-95.7758,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-11-04,Dissolved oxygen (DO),13.3,mg/L,39.980149,-97.003893,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-07-23,Arsenic,2.9,mg/L,39.2888,-95.7483,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-10-07,Sulfate,112.0,mg/L,39.992569,-97.931967,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-08-12,Turbidity,14.0,NTU,39.980149,-97.003893,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-10-22,Conductivity,0.843,mS/cm,39.9153556,-95.5657361111,2020
SACFOXMO-Site 6,Noharts Creek,2020-09-23,"Temperature, water",17.5,deg C,40.0,-95.4630611111,2020
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2020-10-14,Kjeldahl nitrogen,0.39,mg/L,39.69381,-95.65783,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-04-09,Turbidity,11.7,NTU,39.97194,-95.55278,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-07-01,pH,7.8,,39.980149,-97.003893,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-09-17,Escherichia coli,146.0,MPN/100mL,39.3758,-95.9183,2020
KICKAPOO07-DH.2019.WQ 04,DH.2019.WQ 04 Dewberry130th,2020-07-17,Dissolved oxygen (DO),9.15,mg/L,39.69646,-95.6969,2020
KICKAPOO07-DH.2019.WQ 05,DH.2019.WQ 05 Dam,2020-08-27,pH,8.49,,39.66022,-95.64458,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-08-14,Dissolved oxygen (DO),7.54,mg/L,39.97194,-95.55278,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-04,Alkalinity,240.0,mg/L,39.3758,-95.9183,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-07-14,Arsenic,4.2,mg/L,39.2658,-95.8864,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-08-11,Nitrate,1.5,mg/L,39.2888,-95.7483,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-19,Chloride,20.0,mg/L,39.3758,-95.9183,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-06-09,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,1.5,mg/L,39.980149,-97.003893,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-10-22,Conductivity,0.483,mS/cm,39.97194,-95.47639,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-11,Manganese,0.087,mg/L,39.3758,-95.9183,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,"Total Nitrogen, mixed forms",1.68,mg/L,39.2658,-95.8864,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-07-23,Alkalinity,150.0,mg/L,39.2888,-95.7483,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-07-16,Conductivity,0.401,mS/cm,39.97194,-95.47639,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-25,Sulfate,96.0,mg/L,39.3758,-95.9183,2020
KICKAPOO07-DH.2019.WQ 04,DH.2019.WQ 04 Dewberry130th,2020-06-29,Turbidity,52.47,FNU,39.69646,-95.6969,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-05-06,Sulfate,119.0,mg/L,39.992569,-97.931967,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-10-05,Calcium,75.0,mg/L,39.980149,-97.003893,2020
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2020-07-17,pH,8.17,,39.67315,-95.67643,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-11-04,Chloride,42.4,mg/L,39.980149,-97.003893,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-04-23,Conductivity,0.653,mS/cm,39.9153556,-95.5657361111,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-12-01,Dissolved oxygen (DO),16.0,mg/L,39.980149,-97.003893,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-10-05,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.94,mg/L,39.980149,-97.003893,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-03-03,Velocity-discharge,560.0,cfs,39.992569,-97.931967,2020
SACFOXMO-Site 6,Noharts Creek,2020-08-25,pH,8.41,,40.0,-95.4630611111,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-07-28,Dissolved oxygen (DO),7.53,mg/L,39.9153556,-95.5657361111,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-07-23,Nickel,2.7,ug/L,39.2888,-95.7483,2020
KICKAPOO07-DH.2019.WQ 05,DH.2019.WQ 05 Dam,2020-07-17,Turbidity,23.81,FNU,39.66022,-95.64458,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-09-16,pH,8.3,,39.980149,-97.003893,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-10-14,Selenium,1.2,ug/L,39.72529,-95.66852,2020
KICKAPOO07-DH.2019.WQ 05,DH.2019.WQ 05 Dam,2020-10-14,Arsenic,5.1,ug/L,39.66022,-95.64458,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-05-05,Specific conductance,639.0,umho/cm,39.980149,-97.003893,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-10-08,Dissolved oxygen (DO),98.2,%,39.97194,-95.47639,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-06-09,Turbidity,43.9,NTU,39.9153556,-95.5657361111,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-10-08,Conductivity,0.711,mS/cm,39.97194,-95.55278,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-08-12,pH,8.3,,39.992569,-97.931967,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-25,Fluoride,0.3,mg/L,39.3758,-95.9183,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-01-06,Kjeldahl nitrogen,1.08,mg/L,39.980149,-97.003893,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-10-14,Turbidity,28.0,NTU,39.72529,-95.66852,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-10-14,Kjeldahl nitrogen,0.36,mg/L,39.72529,-95.66852,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-07-14,"Total Phosphorus, mixed forms",0.096,mg/L,39.3758,-95.9183,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-07-23,Nitrate,0.53,mg/L,39.2888,-95.7483,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-09-03,"Total Nitrogen, mixed forms",0.39,mg/L,39.2658,-95.8864,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-09-17,"Total Nitrogen, mixed forms",0.42,mg/L,39.3758,-95.9183,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-08-12,Specific conductance,827.0,umho/cm,39.992569,-97.931967,2020
KICKAPOO07-DH.2019.WQ 19,DH.2019.WQ 19 CoyoteK20,2020-10-14,Barium,0.54,mg/L,39.6682,-95.71403,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-07-28,Turbidity,63.2,NTU,39.9153556,-95.5657361111,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-03-02,Sulfate,59.8,mg/L,39.980149,-97.003893,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,Magnesium,22.0,mg/L,39.2658,-95.8864,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-05-05,Sulfate,55.7,mg/L,39.980149,-97.003893,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-08-11,Magnesium,20.0,mg/L,39.2888,-95.7483,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-04-09,Dissolved oxygen (DO),13.44,mg/L,39.97194,-95.47639,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-25,"Total Phosphorus, mixed forms",0.07,mg/L,39.3758,-95.9183,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-05-19,pH,8.33,,39.9153556,-95.5657361111,2020
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2020-06-29,pH,8.13,,39.67315,-95.67643,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-10-14,Magnesium,29.0,mg/L,39.72529,-95.66852,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-07-02,Specific conductance,864.0,umho/cm,39.992569,-97.931967,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-07-23,Specific conductance,610.0,umho/cm,39.2888,-95.7483,2020
SACFOXMO-Site 6,Noharts Creek,2020-06-09,Conductivity,0.452,mS/cm,40.0,-95.4630611111,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-05-19,Dissolved oxygen (DO),94.8,%,39.97194,-95.55278,2020
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2020-10-14,"Alkalinity, total",440.0,mg/L,39.67315,-95.67643,2020
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2020-08-04,Chloride,9.4,mg/L,39.3225,-95.7758,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-02-10,"Temperature, water",3.6,deg C,39.980149,-97.003893,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-08-11,Specific conductance,870.0,umho/cm,39.2888,-95.7483,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-05-05,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.64,mg/L,39.980149,-97.003893,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-05-06,Atrazine,0.34,ug/L,39.992569,-97.931967,2020
KICKAPOO07-DH.2019.WQ 11,DH.2019.WQ 11 Falconnorth,2020-10-14,Sodium,28.0,mg/L,39.683102,-95.67641,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,Nitrate,0.79,mg/L,39.2658,-95.8864,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,Zinc,0.0098,mg/L,39.2658,-95.8864,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-19,"Total Phosphorus, mixed forms",0.05,mg/L,39.2658,-95.8864,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-05-12,Conductivity,0.4968,mS/cm,39.97194,-95.55278,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-07-28,Turbidity,93.3,NTU,39.97194,-95.55278,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-10-07,Velocity-discharge,35.7,cfs,39.992569,-97.931967,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-01-07,Calcium,80.9,mg/L,39.992569,-97.931967,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-08-11,Nickel,2.4,ug/L,39.2888,-95.7483,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-25,Turbidity,18.0,NTU,39.2658,-95.8864,2020
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2020-10-14,Calcium,110.0,mg/L,39.73976,-95.66889,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-07-14,Chloride,20.0,mg/L,39.3758,-95.9183,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-10-14,Arsenic,2.8,ug/L,39.72529,-95.66852,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-02-12,Total suspended solids,48.0,mg/L,39.992569,-97.931967,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,Specific conductance,690.0,umho/cm,39.2658,-95.8864,2020
KICKAPOO07-DH.2019.WQ 19,DH.2019.WQ 19 CoyoteK20,2020-10-13,Turbidity,99.68,FNU,39.6682,-95.71403,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-06-25,Dissolved oxygen (DO),7.96,mg/L,39.9153556,-95.5657361111,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-08-14,Dissolved oxygen (DO),92.2,%,39.9153556,-95.5657361111,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-11-04,Total suspended solids,15.5,mg/L,39.980149,-97.003893,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-07-16,pH,7.56,,39.97194,-95.47639,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-07-01,Organic carbon,0.52,mg/L,39.980149,-97.003893,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-09-16,Chloride,42.4,mg/L,39.980149,-97.003893,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-07-01,Chloride,9.06,mg/L,39.980149,-97.003893,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-07-28,Conductivity,0.388,mS/cm,39.97194,-95.47639,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-07-14,Boron,0.06,mg/L,39.2658,-95.8864,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-05-12,Conductivity,0.320666666666667,mS/cm,39.97194,-95.47639,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-03-03,Specific conductance,761.0,umho/cm,39.992569,-97.931967,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-07-01,Kjeldahl nitrogen,2.62,mg/L,39.980149,-97.003893,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-11,Potassium,4.1,mg/L,39.3758,-95.9183,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-01-07,Nickel,4.1,ug/L,39.992569,-97.931967,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-01-07,Sodium,40.5,mg/L,39.992569,-97.931967,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-19,Sulfate,90.0,mg/L,39.3758,-95.9183,2020
KICKAPOO07-DH.2019.WQ 11,DH.2019.WQ 11 Falconnorth,2020-10-14,Total Coliform,175.0,MPN/100mL,39.683102,-95.67641,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-07-14,Nickel,3.0,ug/L,39.3758,-95.9183,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,Sodium,21.0,mg/L,39.2658,-95.8864,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-07-14,Atrazine,0.62,ug/L,39.2658,-95.8864,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-02-12,Specific conductance,767.0,umho/cm,39.992569,-97.931967,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-06-25,Turbidity,30.2,NTU,39.97194,-95.47639,2020
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2020-07-17,Turbidity,39.73,FNU,39.69381,-95.65783,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-12-08,Phosphate-phosphorus,0.187,mg/L,39.992569,-97.931967,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-07-23,.beta.-Hexachlorocyclohexane,0.17,ug/L,39.2888,-95.7483,2020
SACFOXMO-Site D,Walnut Creek- South Boundary,2020-09-23,"Temperature, water",17.6,deg C,39.9153556,-95.5657361111,2020
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2020-08-11,Turbidity,2.9,NTU,39.2888,-95.7483,2020
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2020-08-27,Turbidity,2.85,FNU,39.67315,-95.67643,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-08-25,Turbidity,22.8,NTU,39.97194,-95.55278,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-25,Alkalinity,230.0,mg/L,39.2658,-95.8864,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-08-12,Phosphate-phosphorus,0.293,mg/L,39.992569,-97.931967,2020
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2020-10-14,Total Coliform,11199.0,MPN/100mL,39.73976,-95.66889,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-03-03,Chloride,37.9,mg/L,39.992569,-97.931967,2020
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2020-08-11,Nickel,1.8,ug/L,39.3225,-95.7758,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-11,Kjeldahl nitrogen,0.42,mg/L,39.3758,-95.9183,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-09-03,Fluoride,0.23,mg/L,39.3758,-95.9183,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-10-07,Phosphate-phosphorus,0.236,mg/L,39.992569,-97.931967,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-07-01,Turbidity,196.0,NTU,39.980149,-97.003893,2020
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2020-10-14,Turbidity,4.4,NTU,39.67315,-95.67643,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-07-14,Strontium,1.1,mg/L,39.2658,-95.8864,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-07-14,Specific conductance,730.0,umho/cm,39.3758,-95.9183,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-12-08,"Temperature, water",2.6,deg C,39.992569,-97.931967,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,Total suspended solids,27.0,mg/L,39.2658,-95.8864,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-02-12,Velocity-discharge,612.0,cfs,39.992569,-97.931967,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-12-01,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,1.73,mg/L,39.980149,-97.003893,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-09-03,Escherichia coli,132.0,MPN/100mL,39.2658,-95.8864,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-04-09,pH,7.94,,39.97194,-95.55278,2020
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2020-06-25,Dissolved oxygen (DO),8.98,mg/L,39.97194,-95.47639,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-06-29,Conductivity,293.0,uS/cm,39.72529,-95.66852,2020
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2020-10-14,Aluminum,0.72,mg/L,39.73976,-95.66889,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-07-01,Sulfate,31.5,mg/L,39.980149,-97.003893,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-07-14,Sulfate,59.0,mg/L,39.2658,-95.8864,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-01-07,Total suspended solids,31.5,mg/L,39.992569,-97.931967,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-06-29,pH,8.0,,39.72529,-95.66852,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-19,Fluoride,0.27,mg/L,39.3758,-95.9183,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-07-14,Magnesium,23.0,mg/L,39.3758,-95.9183,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-07-14,"Total Phosphorus, mixed forms",0.14,mg/L,39.2658,-95.8864,2020
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2020-01-06,Total suspended solids,90.5,mg/L,39.980149,-97.003893,2020
SACFOXMO-Site 6,Noharts Creek,2020-10-08,Dissolved oxygen (DO),96.0333333333333,%,40.0,-95.4630611111,2020
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2020-08-11,Strontium,1.1,mg/L,39.3758,-95.9183,2020
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2020-10-14,Total hardness,390.0,mg/L,39.72529,-95.66852,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-05-06,Chloride,39.7,mg/L,39.992569,-97.931967,2020
SACFOXMO-Site 6,Noharts Creek,2020-05-19,Dissolved oxygen (DO),9.59333333333333,mg/L,40.0,-95.4630611111,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,Potassium,5.2,mg/L,39.2658,-95.8864,2020
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2020-08-12,Dissolved oxygen (DO),9.1,mg/L,39.992569,-97.931967,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-09-03,Total suspended solids,28.0,mg/L,39.2658,-95.8864,2020
SACFOXMO-Site 6,Noharts Creek,2020-07-28,Turbidity,94.2,NTU,40.0,-95.4630611111,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-19,Specific conductance,660.0,umho/cm,39.2658,-95.8864,2020
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2020-05-19,Dissolved oxygen (DO),9.28,mg/L,39.97194,-95.55278,2020
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2020-07-17,pH,8.19,,39.69381,-95.65783,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-07-28,Turbidity,16.0,NTU,39.2658,-95.8864,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-09-03,Chloride,25.0,mg/L,39.2658,-95.8864,2020
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2020-08-11,"Total Phosphorus, mixed forms",0.17,mg/L,39.2658,-95.8864,2020
