MonitoringLocationID,MonitoringLocationName,Date,Characteristic,Value,Unit,Latitude,Longitude,Year
KICKAPOO07-DH.2019.WQ 19,DH.2019.WQ 19 CoyoteK20,2019-09-06,Dissolved oxygen (DO),6.3,mg/L,39.6682,-95.71403,2019
NARS_WQX-NRS_KS-10250,Neosho River,2019-09-25,Nitrate,0.5087,mg/L,38.05708438,-95.63541799,2019
PRAIRIEBAND-MW07,MW07,2019-11-19,Silica,18.0,mg/L,39.3298,-95.8564,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-11,Total suspended solids,410.0,mg/L,39.3758,-95.9183,2019
PRAIRIEBAND-MW01,MW01,2019-11-20,Barium,0.089,mg/L,39.2854,-95.7498,2019
NARS_WQX-NRS_KS-10226,Rock Creek,2019-07-17,"Temperature, water",23.9,deg C,39.32949678,-95.35688326,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-01-14,Chloride,33.2,mg/L,39.980149,-97.003893,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-08-27,Sulfate,17.0,mg/L,39.3758,-95.9183,2019
NARS_WQX-NRS_KS-10269,Horseshoe Creek,2019-07-22,"Temperature, water",24.3,deg C,39.92164243,-96.71631982,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-12-02,Sulfate,63.5,mg/L,39.980149,-97.003893,2019
NARS_WQX-NRS_KS-10199,,2019-08-19,Ammonia,0.006,mg/L,37.07185357,-97.50849573,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-06-27,Nitrate,1.8,mg/L,39.3758,-95.9183,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-06-24,Atrazine,1.4,ug/L,39.3225,-95.7758,2019
NARS_WQX-NRS_KS-10222,Missouri River,2019-09-18,"Total Nitrogen, mixed forms",1.554,mg/L,39.20750693,-94.81716042,2019
NARS_WQX-NRS_KS-10293,Mud Creek,2019-07-09,Total suspended solids,7.6,mg/L,38.51416207,-95.96179912,2019
NARS_WQX-NRS_KS-10250,Neosho River,2019-09-25,Conductivity,267.9,uS/cm,38.05708438,-95.63541799,2019
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2019-06-24,Arsenic,3.6,mg/L,39.2888,-95.7483,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-06-24,Manganese,0.44,mg/L,39.3758,-95.9183,2019
SACFOXMO-Site D,Walnut Creek- South Boundary,2019-07-23,pH,7.54,,39.9153556,-95.5657361111,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-03-05,Specific conductance,908.0,umho/cm,39.992569,-97.931967,2019
NARS_WQX-NRS_KS-10264,West Branch Mill Creek,2019-07-08,Magnesium,20.558,mg/L,38.91041431,-96.45214179,2019
NARS_WQX-NRS_KS-10199,,2019-08-19,Organic carbon,2.9,mg/L,37.07185357,-97.50849573,2019
NARS_WQX-NRS_KS-10208,Solomon River,2019-10-07,"Temperature, water",18.1,deg C,39.01991425,-97.62109954,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-10-07,Calcium,48.4,mg/L,39.980149,-97.003893,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-04-01,Arsenic,3.9,ug/L,39.980149,-97.003893,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-10-07,Arsenic,4.6,ug/L,39.980149,-97.003893,2019
KICKAPOO07-DH.2019.WQ 11,DH.2019.WQ 11 Falconnorth,2019-11-05,Conductivity,482.0,uS/cm,39.683102,-95.67641,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-08-27,"Total Nitrogen, mixed forms",0.92,mg/L,39.2658,-95.8864,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-06-24,Total hardness,160.0,mg/L,39.3225,-95.7758,2019
NARS_WQX-NRS_KS-10039,Missouri River,2019-09-17,pH,7.38,,39.72624414,-94.91122091,2019
NARS_WQX-NRS_KS-10093,Big Hill Creek,2019-07-29,Total suspended solids,15.1,mg/L,37.20970471,-95.54539085,2019
NARS_WQX-NRS_KS-10210,Delaware River,2019-09-03,"Total Phosphorus, mixed forms",413.034,ug/L,39.75447276,-95.69903262,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-18,Nitrate,1.6,mg/L,39.3758,-95.9183,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-07-18,Kjeldahl nitrogen,0.29,mg/L,39.2658,-95.8864,2019
NARS_WQX-NRS_KS-10293,Mud Creek,2019-07-09,Nitrate,0.4029,mg/L,38.51416207,-95.96179912,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-08-27,Escherichia coli,9804.0,MPN/100mL,39.3758,-95.9183,2019
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2019-07-11,Potassium,3.9,mg/L,39.2888,-95.7483,2019
PRAIRIEBAND-MW07,MW07,2019-11-19,Turbidity,45.0,NTU,39.3298,-95.8564,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-11,Kjeldahl nitrogen,0.56,mg/L,39.3758,-95.9183,2019
PRAIRIEBAND-MW01,MW01,2019-11-20,Zinc,0.012,mg/L,39.2854,-95.7498,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-06-24,Atrazine,1.1,ug/L,39.2658,-95.8864,2019
NARS_WQX-NRS_KS-10039,Missouri River,2019-09-17,Chloride,15.259,mg/L,39.72624414,-94.91122091,2019
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2019-09-13,pH,8.1,,39.67315,-95.67643,2019
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2019-09-05,pH,8.0,,39.73976,-95.66889,2019
PRAIRIEBAND-MW01,MW01,2019-11-20,Kjeldahl nitrogen,1.5,mg/L,39.2854,-95.7498,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-06-27,"Total Nitrogen, mixed forms",0.75,mg/L,39.3225,-95.7758,2019
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2019-07-23,pH,7.51,,39.97194,-95.55278,2019
PRAIRIEBAND-MW01,MW01,2019-11-20,Total hardness,110.0,mg/L,39.2854,-95.7498,2019
NARS_WQX-NRS_KS-10208,Solomon River,2019-10-07,pH,8.07,,39.01991425,-97.62109954,2019
NARS_WQX-NRS_KS-10289,,2019-08-26,Sodium,3.373,mg/L,37.02237885,-94.6211974,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-08-27,Alkalinity,120.0,mg/L,39.3225,-95.7758,2019
11NPSWRD_WQX-HTLN_TAPR_MID23,TAPR Middle Site 23,2019-09-10,Dissolved oxygen (DO),1.84,mg/L,38.442144,-96.594618,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-11,Calcium,51.0,mg/L,39.3758,-95.9183,2019
NARS_WQX-NRS_KS-10290,Driftwood Creek,2019-07-01,True color,20.0,PCU,37.05079383,-98.71547714,2019
NARS_WQX-NRS_KS-10226,Rock Creek,2019-07-17,Gran acid neutralizing capacity,6107.15,ueq/L,39.32949678,-95.35688326,2019
NARS_WQX-NRS_KS-10264,West Branch Mill Creek,2019-07-08,"Total Nitrogen, mixed forms",0.749,mg/L,38.91041431,-96.45214179,2019
SACFOXMO-Site D,Walnut Creek- South Boundary,2019-08-13,"Temperature, water",24.78,deg C,39.9153556,-95.5657361111,2019
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2019-09-05,Conductivity,335.0,uS/cm,39.67315,-95.67643,2019
KICKAPOO07-DH.2019.WQ 04,DH.2019.WQ 04 Dewberry130th,2019-11-14,Conductivity,416.0,uS/cm,39.69646,-95.6969,2019
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2019-11-05,pH,8.0,,39.72529,-95.66852,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-06-27,Specific conductance,690.0,umho/cm,39.2658,-95.8864,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-09-02,Velocity-discharge,680.0,cfs,39.992569,-97.931967,2019
NARS_WQX-NRS_KS-10262,Marais des Cygnes River,2019-09-11,Turbidity,43.26,NTU,38.61995291,-95.27727329,2019
NARS_WQX-NRS_KS-10093,Big Hill Creek,2019-09-16,Nitrite,0.0017,mg/L,37.20970471,-95.54539085,2019
NARS_WQX-NRS_KS-10210,Delaware River,2019-09-03,Potassium,4.275,mg/L,39.75447276,-95.69903262,2019
NARS_WQX-NRS_KS-10250,Neosho River,2019-09-25,"Total Nitrogen, mixed forms",1.083,mg/L,38.05708438,-95.63541799,2019
EPA_R7_WQX-BR36,Kansas River,2019-05-30,"Total Nitrogen, mixed forms",5546.163,ug/L,39.116332,-94.61138,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-06-27,Potassium,4.1,mg/L,39.3758,-95.9183,2019
PRAIRIEBAND-LSCO4,Little Soldier Creek #4,2019-06-27,Strontium,1.2,mg/L,39.2887,-95.7617,2019
NARS_WQX-NRS_KS-10271,Saline River,2019-07-15,Potassium,12.098,mg/L,39.11269578,-99.84059319,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-08-27,Turbidity,770.0,NTU,39.2658,-95.8864,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-08-06,Specific conductance,462.0,umho/cm,39.980149,-97.003893,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-10-08,Phosphate-phosphorus,0.472,mg/L,39.992569,-97.931967,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-01-14,Specific conductance,582.0,umho/cm,39.980149,-97.003893,2019
11NPSWRD_WQX-HTLN_TAPR_MID01,TAPR Middle Site 01,2019-09-10,Specific conductance,547.0,uS/cm,38.438094,-96.557908,2019
NARS_WQX-NRS_KS-10208,Solomon River,2019-10-07,Chloride,77.0,mg/L,39.01991425,-97.62109954,2019
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2019-09-11,pH,8.0,,39.67315,-95.67643,2019
PRAIRIEBAND-LSCO4,Little Soldier Creek #4,2019-07-11,Chloride,4.7,mg/L,39.2887,-95.7617,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-06-05,Total suspended solids,100.0,mg/L,39.992569,-97.931967,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-06-24,Uranium,2.1,ug/L,39.3758,-95.9183,2019
NARS_WQX-NRS_KS-10255,North Fork Solomon River,2019-09-23,Chlorophyll a,15.54,ug/L,39.65317317,-98.88144118,2019
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2019-09-17,pH,8.01,,39.97194,-95.47639,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-11,Vanadium,0.027,mg/L,39.3758,-95.9183,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-02-13,pH,8.1,,39.980149,-97.003893,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-09-26,"Total Nitrogen, mixed forms",1.62,mg/L,39.2658,-95.8864,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-11,Selenium,3.5,ug/L,39.3758,-95.9183,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-07-02,"Temperature, water",29.0,deg C,39.980149,-97.003893,2019
SACFOXMO-Site 6,Noharts Creek,2019-07-30,pH,7.78,,40.0,-95.4630611111,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-07-11,Chloride,5.3,mg/L,39.2658,-95.8864,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-09-02,Kjeldahl nitrogen,0.899,mg/L,39.992569,-97.931967,2019
NARS_WQX-NRS_KS-10093,Big Hill Creek,2019-09-16,pH,8.14,,37.20970471,-95.54539085,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-07-11,Boron,0.054,mg/L,39.3225,-95.7758,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-06-24,Aluminum,10.0,mg/L,39.3758,-95.9183,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-06-24,Atrazine,0.89,ug/L,39.3758,-95.9183,2019
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2019-09-11,Conductivity,694.0,uS/cm,39.73976,-95.66889,2019
NARS_WQX-NRS_KS-10210,Delaware River,2019-09-17,Organic carbon,2.67,mg/L,39.75447276,-95.69903262,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-11-04,"Temperature, water",7.0,deg C,39.980149,-97.003893,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-07-11,Kjeldahl nitrogen,0.46,mg/L,39.2658,-95.8864,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-06-27,Sulfate,47.0,mg/L,39.2658,-95.8864,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-06-24,Escherichia coli,860.0,MPN/100mL,39.3225,-95.7758,2019
PRAIRIEBAND-LSCO4,Little Soldier Creek #4,2019-06-27,Total dissolved solids,330.0,mg/L,39.2887,-95.7617,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-09-26,"Total Nitrogen, mixed forms",0.49,mg/L,39.3758,-95.9183,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-09-26,"Total Nitrogen, mixed forms",1.67,mg/L,39.2658,-95.8864,2019
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2019-06-27,"Temperature, water",18.8,deg C,39.97194,-95.47639,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-09-02,Turbidity,49.0,NTU,39.980149,-97.003893,2019
SACFOXMO-Site 9,"Walnut Creek, Southwest Entering",2019-09-17,Dissolved oxygen (DO),7.58,mg/L,39.97194,-95.55278,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-08-27,Specific conductance,270.0,umho/cm,39.3225,-95.7758,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-04-01,Kjeldahl nitrogen,3.18,mg/L,39.980149,-97.003893,2019
NARS_WQX-NRS_KS-10269,Horseshoe Creek,2019-07-22,pH,8.02,,39.92164243,-96.71631982,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-06-27,Aluminum,0.36,mg/L,39.3225,-95.7758,2019
NARS_WQX-NRS_KS-10255,North Fork Solomon River,2019-09-23,Chloride,72.215,mg/L,39.65317317,-98.88144118,2019
NARS_WQX-NRS_KS-10262,Marais des Cygnes River,2019-09-11,Nitrate,0.1881,mg/L,38.61995291,-95.27727329,2019
KICKAPOO07-DH.2019.WQ 05,DH.2019.WQ 05 Dam,2019-09-06,Conductivity,715.0,uS/cm,39.66022,-95.64458,2019
NARS_WQX-NRS_KS-10210,Delaware River,2019-09-03,Conductivity,594.0,uS/cm,39.75447276,-95.69903262,2019
NARS_WQX-NRS_KS-10205,North Elm Creek,2019-07-23,pH,8.15,,39.99441929,-96.57905059,2019
NARS_WQX-NRS_KS-10046,Rock Creek,2019-09-09,Organic carbon,2.01,mg/L,39.25252179,-96.32659742,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-11,Escherichia coli,9804.0,MPN/100mL,39.3758,-95.9183,2019
NARS_WQX-NRS_KS-10093,Big Hill Creek,2019-07-29,Silica,8.026,mg/L,37.20970471,-95.54539085,2019
NARS_WQX-NRS_KS-10199,,2019-08-19,"Total Phosphorus, mixed forms",206.484,ug/L,37.07185357,-97.50849573,2019
KICKAPOO07-DH.2019.WQ 05,DH.2019.WQ 05 Dam,2019-09-06,Dissolved oxygen (DO),7.9,mg/L,39.66022,-95.64458,2019
NARS_WQX-NRS_KS-10199,,2019-08-19,True color,19.0,PCU,37.07185357,-97.50849573,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-11,"Total Nitrogen, mixed forms",2.16,mg/L,39.3758,-95.9183,2019
PRAIRIEBAND-MW07,MW07,2019-11-19,Strontium,1.2,mg/L,39.3298,-95.8564,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-12-04,Chloride,35.0,mg/L,39.992569,-97.931967,2019
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2019-10-08,Conductivity,0.4194,mS/cm,39.97194,-95.47639,2019
NARS_WQX-NRS_KS-10050,Republican River,2019-10-08,pH,8.31,,39.49522569,-97.23190219,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-06-24,Acetochlor,0.25,ug/L,39.3225,-95.7758,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-06-24,Chromium,35.0,ug/L,39.2658,-95.8864,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-07-03,Chromium,3.1,ug/L,39.992569,-97.931967,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-06-24,Copper,5.0,ug/L,39.3225,-95.7758,2019
NARS_WQX-NRS_KS-10246,Paint Creek,2019-10-01,Conductivity,167.0,uS/cm,37.76116475,-94.9562043,2019
NARS_WQX-NRS_KS-10051,Kansas River,2019-09-19,"Total Nitrogen, mixed forms",1.303,mg/L,39.06027253,-94.84194972,2019
NARS_WQX-NRS_KS-10255,North Fork Solomon River,2019-09-23,pH,8.01,,39.65317317,-98.88144118,2019
NARS_WQX-NRS_KS-10039,Missouri River,2019-09-17,Magnesium,23.41,mg/L,39.72624414,-94.91122091,2019
NARS_WQX-NRS_KS-10093,Big Hill Creek,2019-09-16,Specific conductance,407.3,uS/cm,37.20970471,-95.54539085,2019
NARS_WQX-NRS_KS-10290,Driftwood Creek,2019-07-01,Nitrate,0.0548,mg/L,37.05079383,-98.71547714,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-09-05,Chloride,14.0,mg/L,39.3758,-95.9183,2019
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2019-11-04,Escherichia coli,52.0,MPN/100mL,39.72529,-95.66852,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-02-13,Chloride,32.8,mg/L,39.980149,-97.003893,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-11,Fluoride,0.18,mg/L,39.3758,-95.9183,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-09-02,Total suspended solids,96.0,mg/L,39.980149,-97.003893,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-03-05,Total suspended solids,8.5,mg/L,39.992569,-97.931967,2019
NARS_WQX-NRS_KS-10250,Neosho River,2019-09-25,Ammonia,0.042,mg/L,38.05708438,-95.63541799,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-07-11,Zinc,0.0091,mg/L,39.3225,-95.7758,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-08-06,"Total Nitrogen, mixed forms",0.76,mg/L,39.2658,-95.8864,2019
PRAIRIEBAND-MW01,MW01,2019-11-20,"Total Phosphorus, mixed forms",1.2,mg/L,39.2854,-95.7498,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-07-18,"Total Nitrogen, mixed forms",1.8,mg/L,39.3758,-95.9183,2019
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2019-06-27,Potassium,3.4,mg/L,39.3225,-95.7758,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-01-14,Ammonia-nitrogen,0.0528,mg/L,39.980149,-97.003893,2019
SACFOXMO-Site 6,Noharts Creek,2019-08-13,pH,7.63,,40.0,-95.4630611111,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-07-30,Chloride,29.0,mg/L,39.2658,-95.8864,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-03-11,Chloride,15.1,mg/L,39.980149,-97.003893,2019
NARS_WQX-NRS_KS-10250,Neosho River,2019-09-25,"Total Phosphorus, mixed forms",228.653,ug/L,38.05708438,-95.63541799,2019
NARS_WQX-NRS_KS-10289,,2019-08-26,Sulfate,6.559,mg/L,37.02237885,-94.6211974,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-06-05,Escherichia coli,378.0,MPN/100mL,39.992569,-97.931967,2019
SACFOXMO-Site 8,"Nohart's Creek, Southeast Entering",2019-07-30,Turbidity,24.04,NTU,39.97194,-95.47639,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-06-24,Kjeldahl nitrogen,1.4,mg/L,39.2658,-95.8864,2019
PRAIRIEBAND-MW11,MW11,2019-11-19,Fluoride,0.65,mg/L,39.3858,-95.7932,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-02-13,Total suspended solids,189.0,mg/L,39.980149,-97.003893,2019
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2019-09-13,Dissolved oxygen (DO),9.1,mg/L,39.73976,-95.66889,2019
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2019-11-05,Conductivity,464.0,uS/cm,39.72529,-95.66852,2019
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2019-06-24,Alkalinity,130.0,mg/L,39.2888,-95.7483,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-07-02,Velocity-discharge,865.0,cfs,39.980149,-97.003893,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-09-05,Total suspended solids,43.0,mg/L,39.2658,-95.8864,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-05-06,Escherichia coli,1291.0,MPN/100mL,39.980149,-97.003893,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-07-11,"Total Phosphorus, mixed forms",0.62,mg/L,39.2658,-95.8864,2019
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2019-09-06,Dissolved oxygen (DO),8.4,mg/L,39.73976,-95.66889,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-06-05,pH,8.0,,39.992569,-97.931967,2019
11NPSWRD_WQX-HTLN_TAPR_MID01,TAPR Middle Site 01,2019-09-10,Turbidity,2.87,FNU,38.438094,-96.557908,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-06-05,Dissolved oxygen (DO),7.1,mg/L,39.980149,-97.003893,2019
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2019-11-04,Kjeldahl nitrogen,0.56,mg/L,39.69381,-95.65783,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-10-08,Chromium,2.4,ug/L,39.992569,-97.931967,2019
11NPSWRD_WQX-HTLN_TAPR_MID23,TAPR Middle Site 23,2019-09-10,Turbidity,108.0,FNU,38.442144,-96.594618,2019
NARS_WQX-NRS_KS-10222,Missouri River,2019-09-18,Chlorophyll a,22.4,ug/L,39.20750693,-94.81716042,2019
PRAIRIEBAND-MW08,MW08,2019-11-19,Barium,0.26,mg/L,39.3318,-95.7814,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-07-02,pH,8.0,,39.980149,-97.003893,2019
NARS_WQX-NRS_KS-10051,Kansas River,2019-09-19,"Temperature, water",27.14,deg C,39.06027253,-94.84194972,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-12-04,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,0.65,mg/L,39.992569,-97.931967,2019
PRAIRIEBAND-MW08,MW08,2019-11-19,"Total Phosphorus, mixed forms",0.21,mg/L,39.3318,-95.7814,2019
NARS_WQX-NRS_KS-10226,Rock Creek,2019-07-17,True color,25.0,PCU,39.32949678,-95.35688326,2019
NARS_WQX-NRS_KS-10226,Rock Creek,2019-07-17,Chloride,11.802,mg/L,39.32949678,-95.35688326,2019
NARS_WQX-NRS_KS-10210,Delaware River,2019-09-17,Nitrate,3.6902,mg/L,39.75447276,-95.69903262,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-06-27,Zinc,0.0075,mg/L,39.3758,-95.9183,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-07-03,Calcium,106.0,mg/L,39.992569,-97.931967,2019
EPA_R7_WQX-Wolf1,Wolf Creek-179th ST.,2019-05-09,Conductivity,0.305,mS/cm,38.80334,-94.6816,2019
NARS_WQX-NRS_KS-10205,North Elm Creek,2019-07-23,Conductivity,635.0,uS/cm,39.99441929,-96.57905059,2019
PRAIRIEBAND-MW08,MW08,2019-11-19,Aluminum,4.8,mg/L,39.3318,-95.7814,2019
NARS_WQX-NRS_KS-10051,Kansas River,2019-10-03,"Temperature, water",23.46,deg C,39.06027253,-94.84194972,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-11-04,Escherichia coli,68.0,MPN/100mL,39.980149,-97.003893,2019
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2019-07-11,"Total Nitrogen, mixed forms",1.92,mg/L,39.2658,-95.8864,2019
NARS_WQX-NRS_KS-10293,Mud Creek,2019-07-09,"Total Nitrogen, mixed forms",0.66,mg/L,38.51416207,-95.96179912,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-11-04,Escherichia coli,79.0,MPN/100mL,39.980149,-97.003893,2019
NARS_WQX-NRS_KS-10199,,2019-08-19,Chlorophyll a,19.84,ug/L,37.07185357,-97.50849573,2019
KICKAPOO07-DH.2019.WQ 05,DH.2019.WQ 05 Dam,2019-09-11,pH,8.3,,39.66022,-95.64458,2019
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2019-11-05,Kjeldahl nitrogen,0.879,mg/L,39.992569,-97.931967,2019
11NPSWRD_WQX-HTLN_TAPR_MID01,TAPR Middle Site 01,2019-09-10,Dissolved oxygen (DO),6.54,mg/L,38.438094,-96.557908,2019
PRAIRIEBAND-LSCO6,Big Elm Creek #6,2019-07-11,Calcium,57.0,mg/L,39.2888,-95.7483,2019
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2019-06-27,Aluminum,1.8,mg/L,39.3758,-95.9183,2019
NARS_WQX-NRS_KS-10210,Delaware River,2019-09-03,Ammonia,0.031,mg/L,39.75447276,-95.69903262,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-07-02,Total suspended solids,166.0,mg/L,39.980149,-97.003893,2019
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2019-09-05,Dissolved oxygen (DO),7.8,mg/L,39.67315,-95.67643,2019
KICKAPOO07-DH.2019.WQ 04,DH.2019.WQ 04 Dewberry130th,2019-09-13,Dissolved oxygen (DO),8.7,mg/L,39.69646,-95.6969,2019
KICKAPOO07-DH.2019.WQ 04,DH.2019.WQ 04 Dewberry130th,2019-09-05,Conductivity,511.0,uS/cm,39.69646,-95.6969,2019
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2019-07-02,Sodium,29.2,mg/L,39.980149,-97.003893,2019
PRAIRIEBAND-MW01,MW01,2019-11-20,Aluminum,0.95,mg/L,39.2854,-95.7498,2019
